,d1,k1,d2,k2,Kd,n,k3
318,0.018348541,0.2489163,1.10516419,0.000216173,46.00799775,0.862464895,0.000293047
319,0.017624989,0.294930715,0.216191323,0.000408285,234.1531475,1.182157188,0.002958201
320,0.017781648,0.326627944,0.266706559,0.00843789,14.57135705,1.258091124,0.001633202
321,0.017787348,0.090306707,1.750430256,0.002513539,13.28923557,1.28863299,0.003774026
322,0.018079996,0.22040427,4.735994432,0.001636989,123.6421837,1.324758751,0.00237132
323,0.017405073,0.391038938,4.240153571,0.003234384,35.57678233,0.667685853,0.00054368
324,0.018538221,0.084798207,1.716458222,0.023305305,26.86375182,0.841869468,0.000866187
325,0.017940949,0.142797303,0.949428152,0.008925096,95.6092695,1.124723399,0.00019818
326,0.017734628,0.14175988,1.159849808,0.000811162,64.14556971,0.756908736,0.002301862
327,0.017383983,0.213412574,2.212991349,0.038165484,290.2908408,1.012699628,0.000763082
328,0.018432603,0.271260571,0.257353732,0.008650168,275.3171932,1.16198448,0.000345731
329,0.017941199,0.12210122,3.328149671,0.029414938,260.715389,0.58169249,0.000240738
330,0.017434932,0.251991952,0.342178155,0.000492599,632.1692009,0.511529012,0.000387361
331,0.017272901,0.054019845,0.162030408,0.008399154,16.07558058,1.139023343,0.000421952
332,0.01824502,0.250065246,2.282207073,0.000570741,310.3368398,0.788454297,0.000904506
333,0.017541433,0.415005008,1.159038254,0.001889697,865.9643234,0.781555016,0.001112585
334,0.017271938,0.101989001,1.465320666,0.047161956,127.49701,0.616342113,0.00270016
335,0.017891763,0.078623675,0.087577772,0.009615793,22.10548256,0.573233866,0.000430398
336,0.018229771,0.199397636,0.187949554,0.001804718,21.71867534,1.269197092,0.000274552
337,0.017748968,0.071953734,3.077205871,0.018178059,16.41219494,0.719739703,0.000370564
338,0.017609032,0.195382954,0.16756673,0.000521522,15.86718919,0.80774298,0.002116471
339,0.018352377,0.050201883,0.207445088,0.018396832,15.35206027,0.750148124,0.000938138
340,0.018176247,0.085222317,0.589452023,0.001182951,36.88360254,0.527508747,0.002561608
341,0.017519446,0.198253108,3.836292928,0.000250004,12.92706701,1.41891662,0.00287455
342,0.018608365,0.065421426,0.484882719,0.007411093,22.58568846,0.887130558,0.000632785
343,0.017396343,0.179357691,2.643576319,0.009457825,64.73910136,0.504829605,0.000747328
344,0.017702282,0.38537778,0.098024683,0.034332882,256.7438208,1.082098926,0.002841756
345,0.017774463,0.065045912,0.093272266,0.003675732,19.23829884,0.815321177,0.001418678
346,0.017226747,0.359379531,0.21348459,0.001246658,17.25175704,1.156889401,0.000261962
347,0.018369265,0.286343066,0.096797406,0.000684181,114.0687459,0.516895704,0.000217799
348,0.0179337,0.117368982,0.085040643,0.041844313,193.8652636,0.560775996,0.00019643
349,0.018590998,0.476672398,0.379792177,0.000556734,225.5104474,0.828868321,0.000337359
350,0.018674869,0.287444059,0.627340187,0.004747319,542.6252513,0.747542939,0.000284167
351,0.017319179,0.149527132,0.171242407,0.000206832,11.78057983,1.288397061,0.002272044
352,0.017522864,0.114345744,0.258436815,0.011182239,10.1976476,1.183023326,0.002166731
353,0.017218346,0.398156067,1.532454897,0.002376329,71.75188804,0.666952728,0.000497033
354,0.017355904,0.309661113,2.191411463,0.003152109,34.95425096,0.517463884,0.002037406
355,0.017759607,0.071568185,0.349684039,0.022587412,37.88785337,1.168812841,0.001556688
356,0.017973731,0.278860288,0.114503845,0.027126774,345.2762186,0.519172174,0.001429075
357,0.018507762,0.19817704,3.410690539,0.004239266,252.2512537,0.922412849,0.001012363
358,0.017243079,0.065371232,0.085637973,0.021256371,42.73988343,0.611620445,0.000951442
359,0.017284459,0.374587549,0.439006415,0.000342791,32.47132422,0.66731919,0.000242629
360,0.018244258,0.08450583,0.353127546,0.049382678,53.14959995,1.309325131,0.000622961
361,0.018361075,0.232213076,1.862942531,0.001100003,12.52660357,0.577236266,0.000580608
362,0.01773018,0.165851729,3.796225389,0.04111904,229.350663,1.036904495,0.000583644
363,0.017750453,0.349049219,1.526032534,0.017945365,130.4667969,1.2339085,0.003873736
364,0.017864855,0.302148195,1.925248275,0.00030922,68.8388067,1.43170442,0.00259658
365,0.017790571,0.353091019,1.209597393,0.041690568,311.7692896,1.377193872,0.001466831
366,0.017415505,0.146235676,0.255558672,0.008674082,110.4502407,0.990691017,0.000234542
367,0.018591257,0.117594408,0.120844502,0.000278424,93.14652699,0.780125282,0.00023626
368,0.0177814,0.357042574,0.07791632,0.019765885,234.5128619,0.734248661,0.000192174
369,0.018052805,0.198557671,0.477473245,0.026730288,319.5214365,0.67469086,0.00315748
370,0.017428859,0.060937786,0.091142519,0.00541003,32.09962804,0.678407176,0.002420047
371,0.017508463,0.162949615,0.290279158,0.029796354,105.3173687,0.789465518,0.000245045
372,0.018079744,0.167322112,1.089038225,0.000340903,54.13772479,0.659182638,0.000621663
373,0.0181297,0.315539213,3.466043163,0.000321405,36.6296976,0.573653861,0.00257769
374,0.017836993,0.170432862,2.040410175,0.000446817,11.73545682,0.983641712,0.00032189
375,0.018510857,0.0876772,1.43889489,0.044016708,34.84710201,1.354436792,0.002790353
376,0.0179457,0.10528989,4.952975841,0.001346848,83.2721926,0.77216697,0.000543114
377,0.017852909,0.197266499,0.180093579,0.00299654,371.1077295,0.72942465,0.001030474
378,0.017624498,0.077307211,0.143149955,0.020207287,10.86842635,0.603057799,0.001062122
379,0.017300123,0.083378358,0.326273134,0.018981536,34.47466066,1.477240894,0.000220198
380,0.017992276,0.189621104,0.83762345,0.005424986,43.86990224,0.520600056,0.001323607
381,0.018172448,0.156814664,1.50798163,0.032698547,16.56405511,1.166674678,0.002153213
382,0.018642886,0.09241022,0.117343635,0.000277656,68.57513428,0.627271829,0.00130578
383,0.017694636,0.185375928,0.163511509,0.000434251,140.4429684,1.150973373,0.000931799
384,0.017350342,0.305529632,0.099476186,0.003192981,937.9218787,0.710053324,0.000359148
385,0.017435175,0.180254731,0.108495878,0.001831487,101.8982362,0.588441414,0.00020416
386,0.018275047,0.257268534,0.08188632,0.014191878,16.18701118,0.934653849,0.000957914
387,0.017926703,0.114785405,0.34627411,0.000513426,56.08327072,1.431442296,0.000358026
388,0.017442952,0.15224861,0.115793405,0.002398298,75.94514227,0.851637022,0.002161088
389,0.017922957,0.05404058,1.511151496,0.010246166,10.11967737,0.53206797,0.00049419
390,0.017913717,0.11067597,1.500611111,0.03321411,26.80196691,0.576074811,0.003257848
391,0.017269772,0.251605427,2.954781931,0.001312587,644.416522,0.579141881,0.000464693
392,0.018236378,0.435231184,0.177217489,0.001504102,570.3831229,0.578823842,0.003807636
393,0.017245722,0.089444438,0.705622717,0.002548476,23.18284154,0.727956978,0.002584421
394,0.01748603,0.195233049,0.235958897,0.004374002,225.1645417,0.72383668,0.002129758
395,0.018583487,0.080300824,0.100315246,0.029768947,29.52342012,1.089654293,0.000234786
396,0.018199058,0.142468878,0.25342112,0.002848649,13.80914108,1.078538375,0.000382144
397,0.017568588,0.053647975,3.215937458,0.000525375,27.6163747,0.946190651,0.00051713
398,0.018613292,0.073404047,2.418721052,0.004630818,56.12633275,0.990509637,0.001051101
399,0.017414049,0.155019621,0.251477407,0.000733745,67.79016121,1.246169298,0.000417791
400,0.017702035,0.213822468,0.103308083,0.025575264,35.79590389,0.772591243,0.000831657
401,0.018326054,0.108032229,1.853837079,0.000663106,27.07073204,0.568009802,0.000521735
402,0.018294668,0.382724858,3.437052368,0.000287802,200.9863978,0.887617998,0.001381441
403,0.017406285,0.282414292,1.906474303,0.000362917,68.36492368,0.55678577,0.000509633
404,0.017276271,0.141868727,4.348355461,0.045667141,75.01820471,0.503629374,0.001964365
405,0.017802971,0.069377717,0.079514072,0.013015838,19.2678534,1.210412316,0.00195211
406,0.017510415,0.094236686,0.374250452,0.001715648,10.62918583,0.715272904,0.001574652
407,0.017866349,0.179840156,1.261478723,0.000241857,521.3947654,0.664514787,0.001701011
408,0.018291354,0.280901034,1.548629305,0.000242973,283.9008329,0.810409561,0.000624262
409,0.017327146,0.420455468,0.096122237,0.006216527,126.2311872,0.560057702,0.000486771
410,0.017832022,0.221591623,1.9647274,0.000556222,61.54130009,0.766111271,0.0018156
411,0.01723323,0.40106984,2.540181331,0.002387288,44.51434629,1.316296086,0.000755952
412,0.017354937,0.303542848,0.162143861,0.048392961,574.7778188,0.640268369,0.000994569
413,0.018391293,0.439258328,3.382162726,0.008223249,55.91135276,0.719871501,0.001352215
414,0.017966219,0.137790731,0.077048587,0.000361251,64.59020556,0.584789469,0.000340009
415,0.017796274,0.066153578,3.722548933,0.049428143,21.7854566,0.886643386,0.000212747
416,0.017700062,0.078322523,2.044699237,0.00042594,75.13345034,0.527991908,0.000194798
417,0.017957958,0.25964901,0.646961504,0.012920368,178.0327909,0.573443825,0.000325096
418,0.018528923,0.499904068,2.385097234,0.003785584,665.0178972,0.637811172,0.000496256
419,0.017291687,0.329144552,0.096594359,0.003536375,112.4173474,0.68879599,0.000731517
420,0.018666023,0.088488467,1.102845943,0.011285618,13.34033288,0.516233615,0.001953128
421,0.017916713,0.066306078,0.34651657,0.011120667,35.65879529,0.867215503,0.001342377
422,0.018418737,0.369022917,0.252889531,0.000263225,585.0145487,0.842332039,0.00116788
423,0.018237649,0.086673567,2.370119403,0.008508064,14.91076755,1.228948012,0.000237372
424,0.017517981,0.400608357,0.12358177,0.000777541,806.9253018,0.58222528,0.00190087
425,0.018669145,0.116426901,0.211254885,0.002607786,23.07632606,0.805232599,0.001376407
426,0.018144865,0.172936502,0.375299748,0.001863791,10.25258393,0.650311246,0.00378388
427,0.018344195,0.314571957,0.116280726,0.033987094,12.0827744,0.608492779,0.000188403
428,0.018069417,0.078292472,2.851164075,0.048930322,32.57116805,0.627042161,0.002819612
429,0.017289277,0.178259768,0.126558085,0.001755576,200.8321943,0.92258176,0.001841348
430,0.0178661,0.350660357,0.994317541,0.004782398,19.76211096,0.618943217,0.001178895
431,0.017988265,0.257663759,0.556962166,0.035067302,71.09406277,0.649002758,0.00273988
432,0.018032187,0.310136826,1.180324372,0.001119406,35.14255501,0.969338183,0.001625554
433,0.017677383,0.083634732,2.330636752,0.00046915,12.749701,1.244573088,0.000886294
434,0.018696743,0.118773623,1.887883405,0.000404173,43.43435067,0.500320531,0.000527481
435,0.018206161,0.107329722,0.093730389,0.000240526,13.46376946,1.214853022,0.003203928
436,0.018391549,0.062429042,0.349439363,0.008406887,15.32851206,0.85210496,0.001140194
437,0.018470402,0.069537649,0.993621811,0.00838371,21.65209879,1.421517065,0.000285802
438,0.017229868,0.203651058,4.582726066,0.009371189,53.68257423,0.835573063,0.000948964
439,0.01795971,0.06281355,1.393303634,0.013404825,13.4534396,0.802436111,0.000419976
440,0.01753068,0.456267993,0.302094618,0.020022184,78.49343471,0.502156084,0.001021911
441,0.017378654,0.122476661,0.510659694,0.015848883,13.55709585,0.510967349,0.000355978
442,0.018356981,0.127610577,0.080691479,0.0033898,303.0400298,0.620418259,0.003955398
443,0.017344298,0.392542488,2.3143804,0.011389952,264.3423014,1.412694943,0.002623806
444,0.017644158,0.176219246,0.089498843,0.000280223,23.09404459,0.75566244,0.00020587
445,0.017771739,0.191669645,0.413649172,0.001053441,310.8135903,0.528185296,0.002813736
446,0.017846441,0.203807426,1.232674556,0.016702408,81.68958066,1.004389678,0.000832959
447,0.018432346,0.119964663,0.10237231,0.000214193,35.68617493,0.957168562,0.001442554
448,0.017957458,0.263766723,2.432302929,0.000641498,111.1305166,1.378455284,0.000777545
449,0.017477016,0.315055214,4.178283517,0.034554758,219.3646617,1.035007639,0.003331735
450,0.018071935,0.174804793,0.143953787,0.003737126,11.48594326,1.304539098,0.001481439
451,0.017777188,0.066052106,0.726166032,0.005157242,33.68992157,0.509565887,0.001232976
452,0.017591127,0.215056878,1.522831453,0.006734695,28.67477376,0.714225927,0.001880165
453,0.018052302,0.317360841,2.019099442,0.007745791,154.2292216,1.408562322,0.000662159
454,0.018186635,0.172604986,0.18021968,0.000270593,34.15859507,0.692463197,0.00054795
455,0.017804708,0.302380191,0.140470015,0.003414848,10.35539493,1.208640582,0.001374972
456,0.018560194,0.113689408,0.169572544,0.012453419,156.2547878,0.752900233,0.000308897
457,0.018023897,0.082740855,0.169453893,0.008523737,16.11263862,1.063828416,0.000840377
458,0.017715361,0.436569446,0.57478445,0.013945895,150.4873519,0.64214687,0.000238364
459,0.01859333,0.175140535,3.140307029,0.016671696,43.23478796,0.502616024,0.001253726
460,0.01788229,0.12074987,2.619630575,0.033275296,16.22432609,1.311244457,0.0010577
461,0.017849177,0.194336035,0.758904227,0.003931143,155.656287,0.784997077,0.000204266
462,0.017859876,0.494181714,3.485506083,0.016687045,321.4894063,1.236169882,0.002965925
463,0.017929702,0.164331192,1.010454474,0.006557343,103.7130326,0.589627801,0.002607437
464,0.017561245,0.49285595,3.759206668,0.002685721,246.1311986,1.479135509,0.000469321
465,0.017899494,0.264070571,3.358571908,0.005597408,154.7034504,1.4395905,0.003482758
466,0.017659163,0.086740117,0.145676949,0.002856524,89.43345319,1.019397063,0.000232108
467,0.017665809,0.069032458,0.778815183,0.00069433,14.41562025,0.608269987,0.001127187
468,0.018239682,0.149814324,0.181358567,0.005931511,305.1406029,0.534607,0.000222739
469,0.01821555,0.440439916,0.114423726,0.001369343,14.06587218,1.271523146,0.000387159
470,0.018083524,0.344788949,2.095409471,0.000635037,26.27241526,0.904020171,0.000186157
471,0.018080752,0.070830451,0.138517273,0.005490276,26.29258783,0.938426457,0.001788346
472,0.018581415,0.271573051,0.243679872,0.00484887,42.41309839,0.914843769,0.000297823
473,0.017465086,0.118910445,0.132356392,0.011904343,41.89543139,0.942731999,0.001840388
474,0.018198551,0.273455505,3.579457968,0.002173401,26.25225818,0.861517901,0.000249299
475,0.018662902,0.14083805,0.134034515,0.000600924,18.21797073,0.517937844,0.00342869
476,0.01845908,0.181713281,0.746784546,0.00236542,12.12923285,0.666220408,0.00152614
477,0.017354695,0.138745851,0.186116773,0.002896228,31.58639048,0.551206735,0.000966445
478,0.017824321,0.257071148,1.761491998,0.013087903,23.9607275,0.760103063,0.00106434
479,0.017235631,0.277046927,0.286444273,0.00570663,28.6527735,0.87183263,0.000661124
480,0.017221946,0.340449999,0.306567893,0.004980014,166.1498678,1.014184134,0.000232229
481,0.017792059,0.36493877,1.546462893,0.00306064,96.41989777,0.654731917,0.000829491
482,0.018447764,0.256972513,0.904663679,0.000310932,11.65467051,0.880656877,0.000704557
483,0.017613449,0.126780756,0.456236503,0.005166743,21.73535144,0.987250452,0.000258434
484,0.017222426,0.145899343,2.811528657,0.001491696,21.3878272,0.856798504,0.001061015
485,0.017477503,0.274085885,0.151288534,0.003615347,53.60023165,1.300484727,0.00018713
486,0.018098902,0.215883775,0.997105336,0.001016304,65.89209764,1.00881313,0.000494963
487,0.017703515,0.115536712,1.373934643,0.009397096,115.7444032,0.777131348,0.000392241
488,0.017474337,0.112344894,0.144964928,0.012790239,30.37386092,0.843257944,0.000259109
489,0.017803964,0.185660709,0.233985282,0.009875865,166.9167807,0.517748208,0.000282394
490,0.017423031,0.194709289,0.167918965,0.014656418,93.57647182,0.748090646,0.000582732
491,0.01774971,0.074225535,1.339746471,0.000452611,43.33445444,0.54408729,0.001015006
492,0.018028167,0.056154772,0.291500809,0.000381759,22.32715222,1.393937865,0.001897899
493,0.017864357,0.125956332,1.035514582,0.009353957,61.21154387,1.132991205,0.000737647
494,0.017439063,0.204042203,0.099059292,0.000905038,312.2482406,0.644974961,0.000803936
495,0.017225786,0.315781491,0.561267025,0.037538503,367.7053934,0.587902936,0.001937908
496,0.017706229,0.112690335,1.711659198,0.010620574,135.675053,0.694749207,0.000253759
497,0.018067654,0.30529522,0.14887246,0.000586177,268.8437843,0.876955924,0.000804775
498,0.018614589,0.193220561,1.23959641,0.025247881,36.96862802,0.596905811,0.000938627
499,0.018031936,0.245972566,0.111342425,0.000490338,42.64158443,0.840637187,0.002131981
500,0.018668885,0.257960576,0.152244593,0.000551127,16.97592052,1.148657504,0.001023511
